x,y
8.054387752193863,3.269569913140201
8.499303788451481,2.4520727433227067
8.32787115463684,2.0908900802541996
8.7990763591912,2.049545468909216
7.596937166711487,3.177943962901814
7.8872590489571195,2.114700353227539
8.332577167168456,2.8772758303482275
7.375087258962288,3.0137758022409646
8.79300618211777,3.375632510670462
7.2837593661852145,3.0490722905133403
9.108675333820447,3.2540426846271884
8.29967151897286,3.067695683922538
8.397748841127022,2.5010071967256255
7.735846668254775,2.933213836075409
7.417629137382866,2.5627080776522675
8.339505789819368,3.4414120701044153
7.450154089172461,2.856361461348323
7.537371542108562,2.846252680552512
5.045440252361792,8.365513523278555
5.0934737926838745,7.2733983940962865
4.507511097120295,7.670999635790099
4.977958792923298,8.081818275584402
4.9681511178185955,7.574147891682582
5.146868195197309,8.092455611795248
5.03929519158218,7.193889556982404
4.851264395609658,6.837539689184401
4.952672829472599,7.523469195671479
5.571078116440104,8.187835213575143
4.859959939822158,8.341327061043694
5.894953892044672,7.801989221829367
4.873815372600886,8.431750298362873
4.728794425368374,8.322919478997997
5.410807410564237,7.907286544270914
4.893820035497564,7.713862310553865
5.337655150702429,8.912893390113457
4.431871098017829,8.806294598615054
4.414685335352458,7.907124365884853
4.856687897146295,7.884022679752111
4.497300595197066,8.12338318871569
4.971389420492967,8.46206135760894
5.294326354924082,8.722434680024778
4.7681654147514765,7.273555756979544
4.589648563291061,8.845076224458658
4.737031689698939,8.296570933676069
4.577717573804585,8.15639081992991
4.741279974390478,8.153338087770894
5.514576960965211,8.260978728142387
5.06736681831961,7.538636845015815
5.758893704010344,7.880229953292331
4.884331936799395,8.038816523022868
4.520183500698335,6.935952763859902
5.702879022531295,7.811725513368262
5.15070329934284,7.763016190357423
4.48054506084207,8.484430546287875
4.919820617085893,8.434362772050441
5.547650678797667,7.739959901678548
5.113236855130982,8.260721246812547
4.415878161650213,7.633661589377958
5.431083641508942,7.690413510199596
5.34784469948015,7.73034186858534
4.842668854197072,8.238062962433096
4.960614700953826,7.7454622715586305
4.473122346203417,8.588760915264826
4.889551143235279,7.864131066401141
4.983848291956004,8.14689185289249
6.000864947560068,7.0737738459791695
4.86085606386935,7.495128231881183
4.721966673748512,7.199688265778378
1.233340108147152,7.439255291114884
1.967039985738339,7.337798786650776
0.8375522078775726,7.582691123887886
0.5196164896056742,6.5557237192731606
1.236204247792476,7.164977884277557
0.6650432161494899,6.9240377376115605
1.114587245458949,8.09362558297362
0.7938782576518288,8.149999133638131
1.2968330422842909,6.681214774425062
1.1779423171215608,6.517473489256382
0.8844526055127093,7.130158409872666
0.8960867233553118,6.586360627919068
0.9871970261205283,6.794632233669741
2.289402952007216,7.01741267494446
1.3075458386982106,7.344818546950991
1.1468038775276035,7.283741120432425
0.9486146361320581,7.199188246213231
0.8250058760949881,7.111129747578732
1.4448962020702871,6.1647216561282505
0.7876673344195075,6.661907046867333
1.697058946184797,6.957959528514082
0.6923038722919704,6.564044169447285
0.5822247485151445,7.045082727984847
0.09660354792865145,7.646297011737543
1.002806555587201,6.879164285518704
0.6534315857394553,6.857051174175373
1.982994549859301,6.542440553024799
0.8522881777569591,6.514836123347167
1.3470686616401564,7.237394988393853
0.5285428363782753,6.7869351026351135
0.4436473407968671,7.356982468103991
1.4245852941908606,7.07183303058771
0.7657484244592816,7.297435518510317
1.5624648664878478,6.9369238661948245
0.9479226585961369,7.28032559351399
1.2000412950554107,7.353589258469119
0.7747908836042248,7.161136722398282
1.6086863510788634,7.914616083309052
0.9427360878512172,7.388382808156847
0.6664697190368288,7.958471137659497
0.1908336102647371,7.508533926518643
1.1167572858214705,6.9086073793928735
0.6440364258249995,7.473914944697168
0.9605594252777633,6.884702080108887
0.8884413000261722,6.672023365026396
0.690607671619995,7.291338883550864
0.7584990204862675,6.1517624396228605
2.121799744021137,7.5380562328467
1.3278066651708167,7.162564239748986
0.8845185982622077,6.670769435046751
6.417619019644911,1.5657735320447825
5.831933337942016,1.8343756637593067
6.494636696256181,1.223696931050706
5.130425191619245,0.6247206719401651
5.719015309979475,1.0105995238353078
5.606584026293506,1.4411717335712877
6.354487774415132,1.1048540524041648
5.00626787049292,0.6460408254958838
5.140669953808408,0.35934608297805426
6.057565471244151,1.314651524162627
5.779053218494843,1.3617704217774733
5.671683059506928,1.4383137342897534
5.904423183068105,1.6021179678171904
5.544230856181801,1.2439789406725272
6.297331054225894,1.6236843654947
5.535407029092106,1.0437136370241702
6.182298657506704,0.3702106292480267
6.349202152944703,-0.1602363523409034
6.876808999055726,1.328486685043604
6.448816462195394,0.3422285986912642
5.264287246020832,1.762519080532846
5.016276402123225,1.9140275720760962
5.818832607808623,0.4024864259225669
6.0250712933036725,1.363441596881671
4.9106684283003,-0.018136034552647118
6.4395731786333785,1.7041801954683704
4.823953896802646,0.34003178103589216
6.082457574756672,2.1427315595502927
6.874414684849707,0.9205251791868825
5.696129400996616,0.38519359048863633
6.038276783677667,0.9231249735488553
6.176919568128113,1.5139062869445992
5.585908470559576,1.400330250713719
8.128191222728496,1.3889732936023234
6.331381229536737,2.110547471850599
6.376642253697923,0.8934550308736214
7.142827631018167,1.4322374533736681
5.866657646739721,0.3085730406295861
6.371778851198238,1.2600378056516306
6.86227523554968,0.4234918899688638
5.790949539402359,0.8993511847347392
5.66293810132784,1.1355908555074665
6.363114937522588,1.3374053792772362
5.499011417658688,1.5460133296917271
6.408005161854803,0.8970569752116222
7.281523961412455,0.7853411390546657
6.292654274337211,0.4847163855829393
5.456513672875471,0.6729496203832586
5.794997806047769,0.703144492957912
5.391835073588185,0.24227659128959478
